Recipe_ID,Recipe_Name,Cuisine_Type,Ingredients_List,Preparation_Steps,Cooking_Time_Minutes,Difficulty_Level,User_ID,User_Preferences,User_Rating,User_Feedback,Date_Prepared,Season,Occasion,Serving_Size,Calories_Per_Serving,Allergen_Information,Cost_Per_Serving,Popularity_Score,Seasonal_Availability
R992,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,66,Easy,U402,None,5,Feedback 992,2024-07-02,Summer,Dinner,5,570,Gluten,14.61,475,Yes
R993,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,16,Easy,U247,None,5,Feedback 993,2024-11-20,Spring,Party,4,479,Gluten,5.49,260,No
R994,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,27,Medium,U116,Gluten-Free,1,Feedback 994,2024-04-14,Spring,Lunch,1,575,None,9.88,331,No
R995,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,47,Easy,U419,None,5,Feedback 995,2024-12-29,Fall,Casual,4,449,Gluten,17.15,482,Yes
R996,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,88,Easy,U591,None,2,Feedback 996,2024-02-29,Spring,Lunch,2,590,Gluten,13.31,270,Yes
R997,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,51,Hard,U437,Vegetarian,1,Feedback 997,2024-11-04,Fall,Lunch,5,671,Dairy,19.16,201,Yes
R998,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,21,Easy,U781,Vegan,2,Feedback 998,2024-02-09,Winter,Dinner,6,362,Soy,19.59,113,Yes
R999,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,50,Easy,U123,None,4,Feedback 999,2024-10-08,Fall,Party,5,291,Gluten,14.73,85,Yes
R1000,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,82,Easy,U210,Vegan,5,Feedback 1000,2024-05-30,Winter,Casual,2,316,Soy,17.08,268,Yes
R1001,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,58,Hard,U620,Vegetarian,1,Feedback 1001,2024-06-28,Fall,Casual,1,393,Dairy,5.38,446,No
R1002,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,45,Medium,U663,Gluten-Free,5,Feedback 1002,2024-03-02,Spring,Lunch,3,672,None,15.57,313,No
R1003,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,81,Easy,U407,None,1,Feedback 1003,2024-11-24,Winter,Lunch,6,261,Gluten,16.92,214,Yes
R1004,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,23,Medium,U870,Gluten-Free,2,Feedback 1004,2024-10-05,Summer,Dinner,2,773,None,10.33,67,No
R1005,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,88,Easy,U897,None,2,Feedback 1005,2024-01-12,Winter,Casual,6,261,Gluten,10.65,387,No
R1006,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,21,Hard,U393,Vegetarian,4,Feedback 1006,2024-04-20,Fall,Dinner,2,439,Dairy,17.54,285,No
R1007,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,22,Medium,U491,None,2,Feedback 1007,2024-06-20,Summer,Dinner,4,715,None,19.79,217,No
R1008,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,66,Hard,U143,Vegetarian,4,Feedback 1008,2024-08-13,Winter,Party,5,682,Dairy,7.62,166,No
R1009,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,59,Medium,U462,Gluten-Free,4,Feedback 1009,2024-06-03,Winter,Casual,4,367,None,5.29,318,Yes
R1010,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,62,Easy,U170,None,1,Feedback 1010,2024-11-28,Fall,Casual,1,362,Gluten,14.73,490,No
R1011,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,73,Medium,U677,Gluten-Free,5,Feedback 1011,2024-08-05,Winter,Lunch,4,637,None,13.77,200,Yes
R1012,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,44,Hard,U496,Vegetarian,3,Feedback 1012,2024-01-16,Spring,Lunch,5,763,Dairy,8.73,262,Yes
R1013,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,15,Hard,U743,Vegetarian,5,Feedback 1013,2024-07-13,Winter,Lunch,2,373,Dairy,9.63,256,No
R1014,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,46,Medium,U688,Gluten-Free,5,Feedback 1014,2024-04-13,Winter,Casual,5,727,None,13.69,223,No
R1015,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,22,Easy,U203,None,4,Feedback 1015,2024-08-09,Fall,Casual,1,503,Gluten,13.72,355,No
R1016,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,45,Hard,U155,Vegetarian,2,Feedback 1016,2024-06-28,Spring,Casual,4,753,Dairy,12.69,228,No
R1017,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,41,Hard,U939,Vegetarian,2,Feedback 1017,2024-01-11,Fall,Casual,1,749,Dairy,19.92,427,No
R1018,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,74,Easy,U586,None,2,Feedback 1018,2024-11-07,Winter,Dinner,3,770,Gluten,19.88,302,Yes
R1019,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,19,Medium,U250,Gluten-Free,2,Feedback 1019,2024-07-31,Fall,Casual,3,676,None,9.65,358,Yes
R1020,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,49,Medium,U231,None,5,Feedback 1020,2024-04-16,Spring,Lunch,5,215,None,7.48,258,Yes
R1021,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,20,Easy,U668,None,4,Feedback 1021,2024-07-02,Spring,Casual,5,433,Gluten,19.15,72,Yes
R1022,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,26,Easy,U170,Vegan,2,Feedback 1022,2024-09-17,Spring,Lunch,3,697,Soy,7.08,252,No
R1023,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,87,Easy,U827,None,4,Feedback 1023,2024-11-24,Summer,Casual,3,527,Gluten,18.51,401,No
R1024,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,27,Medium,U857,Gluten-Free,5,Feedback 1024,2024-04-04,Winter,Dinner,6,460,None,9.2,456,No
R1025,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,72,Medium,U635,None,2,Feedback 1025,2024-01-26,Spring,Dinner,5,209,None,16.21,395,Yes
R1026,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,89,Easy,U708,Vegan,2,Feedback 1026,2024-02-13,Summer,Casual,3,447,Soy,13.18,159,Yes
R1027,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,71,Easy,U381,None,3,Feedback 1027,2024-02-13,Summer,Dinner,5,519,Gluten,7.48,54,No
R1028,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,31,Easy,U911,None,1,Feedback 1028,2024-07-18,Summer,Casual,3,574,Gluten,13.08,318,No
R1029,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,83,Medium,U101,Gluten-Free,2,Feedback 1029,2024-08-14,Winter,Lunch,3,731,None,8.85,473,No
R1030,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,17,Easy,U663,None,4,Feedback 1030,2024-11-09,Winter,Casual,6,702,Gluten,8.11,148,Yes
R1031,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,37,Easy,U336,None,4,Feedback 1031,2024-04-01,Summer,Dinner,4,736,Gluten,18.02,177,No
R1032,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,70,Easy,U266,Vegan,4,Feedback 1032,2024-09-07,Spring,Dinner,6,364,Soy,10.53,270,No
R1033,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,66,Medium,U971,Gluten-Free,2,Feedback 1033,2024-07-01,Winter,Lunch,6,364,None,8.94,219,Yes
R1034,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,16,Easy,U409,Vegan,5,Feedback 1034,2024-01-13,Fall,Party,1,617,Soy,13.14,76,No
R1035,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,89,Medium,U814,Gluten-Free,1,Feedback 1035,2024-06-05,Fall,Dinner,2,654,None,5.89,471,Yes
R1036,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,30,Hard,U859,Vegetarian,4,Feedback 1036,2024-08-30,Spring,Party,5,401,Dairy,14.74,76,No
R1037,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,36,Medium,U591,None,4,Feedback 1037,2024-07-16,Fall,Lunch,5,406,None,18.14,471,Yes
R1038,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,85,Medium,U264,Gluten-Free,5,Feedback 1038,2024-03-26,Winter,Casual,4,242,None,18.66,70,Yes
R1039,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,26,Medium,U297,Gluten-Free,2,Feedback 1039,2024-01-11,Winter,Casual,2,200,None,11.5,94,Yes
R1040,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,46,Medium,U583,Gluten-Free,1,Feedback 1040,2024-11-12,Winter,Casual,1,509,None,11.57,477,Yes
R1041,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,16,Hard,U621,Vegetarian,3,Feedback 1041,2024-11-22,Fall,Dinner,4,698,Dairy,5.85,177,Yes
R1042,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,33,Easy,U718,Vegan,5,Feedback 1042,2024-01-26,Fall,Party,4,236,Soy,6.84,174,No
R1043,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,72,Easy,U359,Vegan,2,Feedback 1043,2024-04-24,Summer,Lunch,3,488,Soy,10.33,387,Yes
R1044,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,50,Hard,U396,Vegetarian,2,Feedback 1044,2024-03-07,Spring,Party,4,409,Dairy,15.85,103,Yes
R1045,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,50,Easy,U800,None,4,Feedback 1045,2024-12-05,Winter,Lunch,3,697,Gluten,11.77,161,No
R1046,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,26,Medium,U633,Gluten-Free,5,Feedback 1046,2024-10-09,Spring,Casual,3,395,None,12.08,355,No
R1047,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,49,Easy,U372,Vegan,5,Feedback 1047,2024-10-19,Spring,Party,4,639,Soy,11.53,151,Yes
R1048,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,61,Easy,U602,Vegan,2,Feedback 1048,2024-02-16,Fall,Lunch,3,782,Soy,8.63,258,No
R1049,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,38,Easy,U235,None,5,Feedback 1049,2024-02-14,Fall,Lunch,2,549,Gluten,10.81,487,Yes
R1050,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,62,Medium,U318,Gluten-Free,2,Feedback 1050,2024-12-20,Summer,Casual,2,496,None,5.58,227,No
R1051,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,44,Easy,U110,Vegan,2,Feedback 1051,2024-07-25,Fall,Party,1,480,Soy,18.15,194,No
R1052,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,48,Medium,U702,None,3,Feedback 1052,2024-06-14,Summer,Dinner,4,677,None,7.67,281,Yes
R1053,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,63,Hard,U293,Vegetarian,3,Feedback 1053,2024-09-27,Fall,Party,6,292,Dairy,14.41,217,Yes
R1054,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,42,Hard,U217,Vegetarian,1,Feedback 1054,2024-05-16,Fall,Party,1,427,Dairy,13.98,402,No
R1055,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,28,Medium,U389,None,3,Feedback 1055,2024-05-24,Spring,Party,6,401,None,18.69,248,Yes
R1056,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,66,Easy,U449,None,4,Feedback 1056,2024-08-06,Summer,Party,3,300,Gluten,9.6,211,No
R1057,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,52,Medium,U545,None,2,Feedback 1057,2024-12-16,Fall,Dinner,1,498,None,16.23,286,No
R1058,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,20,Easy,U583,Vegan,2,Feedback 1058,2024-11-22,Winter,Lunch,3,573,Soy,9.25,369,Yes
R1059,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,20,Hard,U722,Vegetarian,5,Feedback 1059,2024-04-25,Summer,Casual,6,561,Dairy,7.93,328,No
R1060,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,46,Easy,U729,Vegan,4,Feedback 1060,2024-12-18,Winter,Party,6,686,Soy,12.72,247,No
R1061,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,88,Easy,U885,Vegan,5,Feedback 1061,2024-02-07,Winter,Casual,5,403,Soy,5.48,249,No
R1062,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,40,Easy,U745,None,1,Feedback 1062,2024-08-16,Spring,Casual,5,742,Gluten,6.48,437,Yes
R1063,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,77,Easy,U575,Vegan,3,Feedback 1063,2024-01-18,Summer,Party,1,361,Soy,19.35,395,No
R1064,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,79,Easy,U466,Vegan,3,Feedback 1064,2024-04-12,Winter,Casual,5,238,Soy,18.07,493,Yes
R1065,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,48,Hard,U635,Vegetarian,3,Feedback 1065,2024-02-17,Summer,Casual,6,359,Dairy,15.18,494,No
R1066,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,73,Easy,U319,None,3,Feedback 1066,2024-10-13,Winter,Lunch,4,469,Gluten,9.53,300,No
R1067,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,87,Easy,U841,None,4,Feedback 1067,2024-08-14,Fall,Party,1,649,Gluten,7.4,214,No
R1068,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,69,Medium,U252,None,5,Feedback 1068,2024-12-14,Winter,Party,3,552,None,11.88,298,Yes
R1069,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,64,Easy,U285,Vegan,2,Feedback 1069,2024-07-15,Spring,Party,2,710,Soy,11.43,116,No
R1070,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,59,Hard,U416,Vegetarian,1,Feedback 1070,2024-08-23,Summer,Lunch,5,243,Dairy,16.37,376,No
R1071,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,17,Hard,U743,Vegetarian,1,Feedback 1071,2024-05-07,Spring,Dinner,6,340,Dairy,10.11,311,Yes
R1072,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,80,Medium,U426,None,4,Feedback 1072,2024-07-29,Summer,Lunch,4,653,None,10.78,223,No
R1073,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,81,Easy,U802,Vegan,1,Feedback 1073,2024-03-27,Spring,Lunch,5,269,Soy,14.87,50,Yes
R1074,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,47,Medium,U687,Gluten-Free,5,Feedback 1074,2024-08-17,Winter,Party,3,234,None,13.02,326,Yes
R1075,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,31,Medium,U485,Gluten-Free,4,Feedback 1075,2024-01-12,Summer,Lunch,2,788,None,8.69,224,No
R1076,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,18,Medium,U268,Gluten-Free,1,Feedback 1076,2024-06-03,Fall,Casual,4,689,None,9.79,439,Yes
R1077,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,66,Medium,U877,Gluten-Free,2,Feedback 1077,2024-07-19,Summer,Casual,4,768,None,7.89,292,Yes
R1078,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,82,Easy,U312,Vegan,2,Feedback 1078,2024-09-20,Spring,Party,4,388,Soy,17.3,211,No
R1079,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,87,Easy,U442,None,1,Feedback 1079,2024-05-14,Spring,Lunch,5,501,Gluten,6.84,170,Yes
R1080,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,81,Hard,U848,Vegetarian,3,Feedback 1080,2024-12-17,Winter,Lunch,3,702,Dairy,7.34,268,Yes
R1081,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,28,Hard,U707,Vegetarian,3,Feedback 1081,2024-10-31,Fall,Casual,4,676,Dairy,17.75,379,Yes
R1082,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,65,Medium,U797,Gluten-Free,3,Feedback 1082,2024-06-23,Summer,Party,3,479,None,13.66,263,Yes
R1083,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,75,Medium,U729,None,4,Feedback 1083,2024-11-06,Summer,Casual,4,311,None,6.62,326,No
R1084,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,61,Easy,U521,None,2,Feedback 1084,2024-06-03,Winter,Lunch,1,456,Gluten,16.22,72,Yes
R1085,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,71,Hard,U905,Vegetarian,1,Feedback 1085,2024-11-16,Spring,Dinner,5,539,Dairy,12.9,157,Yes
R1086,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,20,Easy,U170,Vegan,3,Feedback 1086,2024-07-08,Summer,Lunch,2,506,Soy,15.12,109,Yes
R1087,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,25,Easy,U122,Vegan,4,Feedback 1087,2024-07-11,Summer,Dinner,6,397,Soy,12.03,250,Yes
R1088,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,70,Hard,U793,Vegetarian,5,Feedback 1088,2024-12-07,Fall,Casual,5,625,Dairy,5.12,379,No
R1089,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,29,Medium,U678,Gluten-Free,3,Feedback 1089,2024-03-17,Winter,Party,5,493,None,6.55,163,Yes
R1090,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,41,Easy,U465,Vegan,5,Feedback 1090,2024-10-24,Winter,Party,3,432,Soy,9.61,382,Yes
R1091,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,19,Medium,U332,None,1,Feedback 1091,2024-07-27,Spring,Lunch,4,744,None,18.66,418,Yes
R1092,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,24,Easy,U711,None,3,Feedback 1092,2024-05-08,Winter,Lunch,3,320,Gluten,10.02,240,Yes
R1093,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,58,Medium,U849,None,3,Feedback 1093,2024-05-06,Fall,Dinner,4,432,None,8.19,481,Yes
R1094,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,57,Easy,U923,None,2,Feedback 1094,2024-07-28,Spring,Lunch,2,559,Gluten,8.94,178,No
R1095,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,77,Medium,U108,Gluten-Free,4,Feedback 1095,2024-11-09,Fall,Party,4,698,None,18.33,231,Yes
